,minutes,seconds,player_x,player_y
0,0,45,0.9749999999999998,0.14999999999999997
1,0,44,2.0249999999999995,1.9499999999999993
2,0,43,3.865000000000001,0.029999999999998722
3,0,42,5.945000000000003,1.9499999999999993
4,0,41,6.9650000000000025,0.5049999999999999
5,0,40,5.010000000000003,2.969999999999999
6,0,39,3.0300000000000065,3.2399999999999984
7,0,38,2.9400000000000066,4.949999999999996
8,0,37,1.0400000000000051,6.9449999999999905
9,0,36,3.9850000000000088,6.089999999999993
10,0,35,5.985000000000002,5.989999999999993
11,0,34,6.585,6.9899999999999896
